headline,date,doc_type,material_type,section,keywords,source,news_desk,word_count
Anyone Else Want to See Trump ‘Shut Up’?,2020-10-01,article,Op-Ed,,"['Presidential Election of 2020', 'Debates (Political)']",The New York Times,OpEd,925
How the Lakers Beat the Heat in Game 1 of the N.B.A. Finals,2020-10-01,article,News,,"['Basketball', 'NBA Championship', 'Playoff Games']",The New York Times,Sports,1723
Trump Calls on Extremists to ‘Stand By’,2020-10-01,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government', 'Right-Wing Extremism and Alt-Right', 'Fringe Groups and Movements', 'Whites', 'Debates (Political)', 'Demonstrations, Protests and Riots']",The New York Times,OpEd,902
Facebook will forbid ads that undermine the legitimacy of the coming election.,2020-10-01,article,News,,[],The New York Times,Politics,350
"Can Mike Espy Make History, Again?",2020-10-01,article,Op-Ed,,"['Black People', 'Blacks', 'Presidential Election of 2020', 'United States Politics and Government', 'State Legislatures', 'Elections, Senate']",The New York Times,OpEd,1412
Trump’s Tax Avoidance Is a Tax on the Rest of Us,2020-10-01,article,Op-Ed,,"['Tax Shelters', 'Income Tax', 'Federal Taxes (US)', 'Trump Tax Returns']",The New York Times,OpEd,883
"Tokyo Stock Market Halts Trading for a Day, Citing Glitch",2020-10-01,article,News,,['Stocks and Bonds'],The New York Times,Business,938
Images From Four More Years of ‘What’s Going On in This Picture?’,2020-10-01,multimedia,Slideshow,,[],The New York Times,The Learning Network,0
In Which Rikishi Wear Mawashi,2020-10-01,article,News,,['Crossword Puzzles'],The New York Times,Games,849
"Quotation of the Day: Insults, Bluster and a Sense of a Superpower in Decline",2020-10-01,article,Quote,,[],The New York Times,Summary,36
"Corrections: Oct. 1, 2020",2020-10-01,article,Correction,,[],The New York Times,Corrections,292
"U.S. Debate, Vladimir Putin, African Art: Your Thursday Briefing",2020-10-01,article,briefing,,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']",The New York Times,NYTNow,1506
2020 French Open: What to Watch on Thursday,2020-10-01,article,News,,"['Tennis', 'French Open (Tennis)']",The New York Times,Sports,1002
N.F.L. Week 4 Predictions: Our Picks Against the Spread,2020-10-01,article,News,,['Football'],The New York Times,Sports,2690
"Hong Kong Is China, Like It or Not",2020-10-01,article,Op-Ed,,"['Politics and Government', 'Constitutions', 'Secession and Independence Movements', 'Coronavirus (2019-nCoV)', 'Fugitives', 'Embargoes and Sanctions', 'Law and Legislation', 'United States Politics and Government', 'Human Rights and Human Rights Violations', 'Extradition']",The New York Times,OpEd,1787
Chrissy Teigen and John Legend Lose Baby After Pregnancy Complications,2020-10-01,article,News,,"['Models (Professional)', 'Social Media', 'Miscarriages']",The New York Times,Styles,855
Word + Quiz: guttural,2020-10-01,article,News,,[],The New York Times,Learning,212
Samantha Bee Decries Trump’s ‘Stand Back and Stand By’,2020-10-01,article,News,,[],The New York Times,Culture,784
Confrontation,2020-10-01,article,News,,[],The New York Times,Learning,161
"For Voters Still Mulling, One Thing Is Clear: That Debate Didn’t Help",2020-10-01,article,News,,"['Presidential Election of 2020', 'Debates (Political)', 'Voting and Voters']",The New York Times,Politics,1270
"At the Edge of Time, a Litter of Galactic Puppies",2020-10-01,article,News,,"['Space and Astronomy', 'Quasars', 'Stars and Galaxies', 'Hubble Space Telescope', 'Telescopes and Observatories', 'Black Holes (Space)', 'your-feed-science']",The New York Times,Science,872
Layoffs grow as companies gauge the course of the pandemic — and prospects for federal aid.,2020-10-01,article,News,,[],The New York Times,Foreign,366
"‘I feel like crying’: In Rio, the pandemic has stopped an unstoppable parade.",2020-10-01,article,News,,[],The New York Times,Foreign,540
Lesson of the Day: ‘How to Get the Most Out of Art (Even When You’re Not Sure You Get It)’,2020-10-01,article,News,,[],The New York Times,Learning,1686
"After ‘The Salisbury Poisonings,’ Locals Picked Up the Pieces",2020-10-01,article,News,,"['Television', 'Poisoning and Poisons', 'Assassinations and Attempted Assassinations', 'Espionage and Intelligence Services', 'News and News Media']",The New York Times,Culture,1165
Judge John Hodgman on Annoying Birthday Requests,2020-10-01,article,News,,['Comedy and Humor'],The New York Times,Magazine,172
Are You Having a Tough Time Maintaining Friendships These Days?,2020-10-01,article,News,,[],The New York Times,Learning,918
"Distance Learning, With Shades of Big Brother",2020-10-01,article,News,,"['E-Learning', 'Children and Childhood', 'Education (K-12)', 'Quarantine (Life and Culture)', 'Customs, Etiquette and Manners']",The New York Times,Magazine,1238
