headline,date,doc_type,material_type,section,keywords,source,news_desk,word_count
"Alabama Rolls Past Cincinnati, 27-6, in College Football Playoff Semifinal",2022-01-01,article,News,,"['Football (College)', 'Cotton Bowl (Football Game)', 'College Football Playoff National Championship']",The New York Times,Sports,1245
People Magazine’s Premature Cover Toasts Betty White’s 100th Birthday,2022-01-01,article,News,,"['Magazines', 'Birthdays', 'Actors and Actresses', 'Television']",The New York Times,Business,613
Betty White Recalled as a Trailblazer With a Love for Life,2022-01-01,article,News,,"['Social Media', 'Actors and Actresses', 'Content Type: Personal Profile', 'Celebrities']",The New York Times,Express,443
Line Just Before a Comma,2022-01-01,article,News,,['Crossword Puzzles'],The New York Times,Games,641
A Renewed Georgia Pummels Michigan to Reach National Title Game vs. Alabama,2022-01-01,article,News,,"['Football (College)', 'College Football Playoff National Championship']",The New York Times,Sports,1015
"The Rise of Daily Run Streakers. No, Not Those Streakers.",2022-01-01,article,News,,"['Running', 'Ultramarathon Running', 'audio-neutral-informative', 'audio-neutral-immersive']",The New York Times,Sports,1192
College Football Gets Its Inevitable Georgia-Alabama Title Rematch,2022-01-01,article,News,,"['Football (College)', 'College Football Playoff National Championship']",The New York Times,Sports,842
Eric Adams Takes Office as New York City’s 110th Mayor at a Perilous Moment,2022-01-01,article,News,,"['Mayors', 'Politics and Government', 'Black People', 'Blacks', 'Inaugurations', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile']",The New York Times,Metro,1777
Quotation of the Day: Making Sense of Time When a Year Feels Lost,2022-01-01,article,Quote,,[],The New York Times,Summary,28
"Corrections: Jan. 1, 2022",2022-01-01,article,Correction,,[],The New York Times,Corrections,225
Spelling Bee Forum,2022-01-01,article,News,,[],The New York Times,Games,172
Kim Jong-un’s New Year Resolution: More Food for North Korea,2022-01-01,article,News,,"['Food Insecurity', 'Politics and Government']",The New York Times,Foreign,1105
The Work in My Building Is Endless and Invasive. Can I Withhold Rent?,2022-01-01,article,News,,"['Real Estate and Housing (Residential)', 'Landlords', 'Coronavirus Risks and Safety Concerns']",The New York Times,RealEstate,466
Here’s What Readers Told Us About Customer Service Nightmares,2022-01-01,article,News,,"['Customer Relations', 'Coronavirus (2019-nCoV)', 'Service Industries']",The New York Times,SundayBusiness,690
